Date,Total_GB,PPI,CPI,EMP,AWE,IOP,CC-Barometer,seasonal_Jan,seasonal_Feb,seasonal_Mar,seasonal_Apr,seasonal_May,seasonal_Jun,seasonal_Jul,seasonal_Aug,seasonal_Sep,seasonal_Oct,seasonal_Nov,accounting_jan,diff_1,diff_12_1
1988-05-01,9.287571,60.2,49.5,70.7,164.2,73.1,0.2687731,0,0,0,0,1,0,0,0,0,0,0,0,,
1988-06-01,11.655445,60.1,49.7,70.8,166.6,73.4,-0.07505475,0,0,0,0,0,1,0,0,0,0,0,0,2.3678740000000005,
1988-07-01,9.774363,60.5,49.7,70.9,169.7,73.8,-0.06438097,0,0,0,0,0,0,1,0,0,0,0,0,-1.881082000000001,
1988-08-01,9.640467,60.7,49.9,71.1,168.7,74.5,-0.1181078,0,0,0,0,0,0,0,1,0,0,0,0,-0.13389600000000002,
1988-09-01,11.808897,60.7,50.1,71.3,168.9,75.3,-0.2364949,0,0,0,0,0,0,0,0,1,0,0,0,2.1684300000000007,
1988-10-01,10.046087,60.9,50.3,71.4,169.9,74.4,-0.1939545,0,0,0,0,0,0,0,0,0,1,0,0,-1.76281,
1988-11-01,10.947036,61.0,50.5,71.5,173.6,75.2,0.1295543,0,0,0,0,0,0,0,0,0,0,1,0,0.9009490000000007,
1988-12-01,17.132083,61.2,50.6,71.7,178.7,74.7,-0.3665956,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.185047000000001,
1989-01-01,9.610446,61.9,50.8,71.9,175.4,75.1,-0.06493138,1,0,0,0,0,0,0,0,0,0,0,0,-7.521637000000002,
1989-02-01,9.489358,62.1,51.0,72.1,176.0,75.3,0.2057496,0,1,0,0,0,0,0,0,0,0,0,0,-0.1210880000000003,
1989-03-01,12.210515,62.4,51.2,72.3,181.1,74.3,-0.4538811,0,0,1,0,0,0,0,0,0,0,0,0,2.721157,
1989-04-01,10.002438,62.8,51.9,72.4,180.0,76.2,-0.08684773,0,0,0,1,0,0,0,0,0,0,0,0,-2.2080769999999994,
1989-05-01,10.239528,63.2,52.2,72.4,179.9,74.2,0.162981,0,0,0,0,1,0,0,0,0,0,0,0,0.23709000000000024,
1989-06-01,12.521506,63.2,52.3,72.5,182.6,74.2,-0.4230612,0,0,0,0,0,1,0,0,0,0,0,0,2.2819780000000005,-0.08589599999999997
1989-07-01,10.320244,63.2,52.3,72.5,184.6,74.4,0.1307257,0,0,0,0,0,0,1,0,0,0,0,0,-2.201262,-0.3201799999999988
1989-08-01,10.24563,63.3,52.4,72.6,184.5,76.0,0.06527752,0,0,0,0,0,0,0,1,0,0,0,0,-0.0746140000000004,0.05928199999999961
1989-09-01,12.723571,63.6,52.7,72.6,186.4,75.6,0.2718123,0,0,0,0,0,0,0,0,1,0,0,0,2.4779409999999995,0.30951099999999876
1989-10-01,10.672222,63.9,53.1,72.7,187.7,75.2,-0.8457553,0,0,0,0,0,0,0,0,0,1,0,0,-2.051349,-0.2885390000000001
1989-11-01,11.546046,64.1,53.3,72.8,189.3,75.8,0.1530971,0,0,0,0,0,0,0,0,0,0,1,0,0.8738240000000008,-0.027124999999999844
1989-12-01,18.331432,64.3,53.4,72.8,192.3,75.7,0.1419443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.785385999999999,0.6003389999999982
1990-01-01,10.353526,65.0,53.6,72.8,193.0,74.9,0.2725828,1,0,0,0,0,0,0,0,0,0,0,0,-7.977905999999999,-0.45626899999999715
1990-02-01,10.348983,65.0,54.0,72.8,195.8,74.4,-0.2935891,0,1,0,0,0,0,0,0,0,0,0,0,-0.004542999999999964,0.11654500000000034
1990-03-01,13.1789,65.4,54.2,72.8,197.5,75.5,-0.8397381,0,0,1,0,0,0,0,0,0,0,0,0,2.829917,0.10876000000000019
1990-04-01,10.895797,66.2,55.2,72.8,197.9,76.0,0.241957,0,0,0,1,0,0,0,0,0,0,0,0,-2.2831030000000005,-0.07502600000000115
1990-05-01,11.120556,66.4,55.7,72.8,199.8,75.5,-0.0329145,0,0,0,0,1,0,0,0,0,0,0,0,0.2247590000000006,-0.012330999999999648
1990-06-01,13.473117,66.3,55.9,72.8,204.6,76.6,0.1646267,0,0,0,0,0,1,0,0,0,0,0,0,2.3525609999999997,0.07058299999999917
1990-07-01,11.301103,66.4,55.8,72.8,206.5,74.8,0.2081844,0,0,0,0,0,0,1,0,0,0,0,0,-2.1720140000000008,0.029247999999999053
1990-08-01,10.991239,67.0,56.4,72.7,205.6,74.9,-0.05467155,0,0,0,0,0,0,0,1,0,0,0,0,-0.30986399999999925,-0.23524999999999885
1990-09-01,13.613687,67.8,57.0,72.6,204.7,74.5,-0.2188058,0,0,0,0,0,0,0,0,1,0,0,0,2.6224480000000003,0.14450700000000083
1990-10-01,11.289276,68.4,57.4,72.4,204.6,74.4,0.5591784,0,0,0,0,0,0,0,0,0,1,0,0,-2.3244110000000013,-0.27306200000000125
1990-11-01,12.058519,68.3,57.5,72.3,208.6,74.0,-0.2507762,0,0,0,0,0,0,0,0,0,0,1,0,0.7692430000000012,-0.10458099999999959
1990-12-01,19.213204,68.0,57.5,72.1,213.7,73.7,0.950973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7.154685000000001,0.3692990000000016
1991-01-01,13.377254,68.6,57.4,71.9,211.0,73.5,-0.8445649,1,0,0,0,0,0,0,0,0,0,0,1,-5.83595,2.1419559999999986
1991-02-01,10.520308,68.7,57.7,71.7,213.3,73.5,0.1201198,0,1,0,0,0,0,0,0,0,0,0,0,-2.8569460000000007,-2.8524030000000007
1991-03-01,14.052199,68.1,57.9,71.5,214.3,72.7,0.6980403,0,0,1,0,0,0,0,0,0,0,0,0,3.531891,0.7019739999999999
1991-04-01,11.280904,67.9,59.9,71.2,214.8,71.7,0.06498764,0,0,0,1,0,0,0,0,0,0,0,0,-2.7712950000000003,-0.48819199999999974
1991-05-01,11.229194,68.4,60.3,71.0,216.0,72.6,-0.02164848,0,0,0,0,1,0,0,0,0,0,0,0,-0.05170999999999992,-0.2764690000000005
1991-06-01,14.191245,67.9,60.6,70.7,218.3,72.8,-0.05413291,0,0,0,0,0,1,0,0,0,0,0,0,2.9620510000000007,0.609490000000001
1991-07-01,11.809528,68.1,60.5,70.5,220.9,72.2,-0.2274814,0,0,0,0,0,0,1,0,0,0,0,0,-2.381717,-0.2097029999999993
1991-08-01,11.358798,67.6,60.9,70.3,221.0,71.4,0.228,0,0,0,0,0,0,0,1,0,0,0,0,-0.4507300000000001,-0.14086600000000082
1991-09-01,14.150948,67.6,61.1,70.1,220.8,71.5,0.411633,0,0,0,0,0,0,0,0,1,0,0,0,2.7921499999999995,0.16970199999999913
1991-10-01,11.711833,67.8,61.3,69.9,220.2,72.4,0.269701,0,0,0,0,0,0,0,0,0,1,0,0,-2.4391149999999993,-0.11470399999999792
1991-11-01,12.717082,67.9,61.5,69.8,224.0,72.6,-0.2151804,0,0,0,0,0,0,0,0,0,0,1,0,1.0052489999999992,0.23600599999999794
1991-12-01,19.196862,67.5,61.6,69.6,226.6,72.3,-0.2803378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.47978,-0.6749050000000008
1992-01-01,11.240859,67.3,61.4,69.5,226.5,72.3,-0.1513755,1,0,0,0,0,0,0,0,0,0,0,0,-7.956002999999999,-2.1200529999999986
1992-02-01,11.137865,67.5,61.7,69.4,229.9,72.7,0.3356968,0,1,0,0,0,0,0,0,0,0,0,0,-0.1029940000000007,2.753952
1992-03-01,14.023792,67.6,62.0,69.3,233.8,72.4,0.3021955,0,0,1,0,0,0,0,0,0,0,0,0,2.8859270000000006,-0.6459639999999993
1992-04-01,11.783725,67.8,62.7,69.2,228.0,72.9,0.118362,0,0,0,1,0,0,0,0,0,0,0,0,-2.240067,0.5312280000000005
1992-05-01,11.683859,68.1,62.9,69.1,228.9,71.4,0.04298984,0,0,0,0,1,0,0,0,0,0,0,0,-0.09986600000000045,-0.04815600000000053
1992-06-01,14.636809,68.2,62.9,69.0,231.7,72.1,-0.333028,0,0,0,0,0,1,0,0,0,0,0,0,2.9529499999999995,-0.009101000000001136
1992-07-01,11.760353,67.9,62.6,68.9,234.0,72.8,-0.5066006,0,0,0,0,0,0,1,0,0,0,0,0,-2.8764559999999992,-0.49473899999999915
1992-08-01,11.711597,67.7,62.7,68.9,232.4,72.7,-0.3683431,0,0,0,0,0,0,0,1,0,0,0,0,-0.04875600000000091,0.40197399999999917
1992-09-01,14.537532,67.9,62.9,68.8,231.4,73.2,-0.3805785,0,0,0,0,0,0,0,0,1,0,0,0,2.825935000000001,0.03378500000000173
1992-10-01,12.151288,68.2,63.1,68.7,231.9,74.0,-0.305626,0,0,0,0,0,0,0,0,0,1,0,0,-2.3862440000000014,0.05287099999999789
1992-11-01,13.101194,68.7,63.1,68.5,233.0,73.0,-0.01094868,0,0,0,0,0,0,0,0,0,0,1,0,0.9499060000000004,-0.05534299999999881
1992-12-01,19.579217,68.6,63.2,68.4,237.2,72.9,0.2299474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.478023,-0.0017569999999995645
1993-01-01,11.573305,69.0,62.8,68.3,235.0,73.0,0.7101089,1,0,0,0,0,0,0,0,0,0,0,0,-8.005912,-0.04990900000000131
1993-02-01,11.586856,69.4,63.2,68.4,238.0,74.0,-0.3037362,0,1,0,0,0,0,0,0,0,0,0,0,0.013550999999999647,0.11654500000000034
1993-03-01,14.827218,69.9,63.6,68.3,238.7,73.4,0.04352308,0,0,1,0,0,0,0,0,0,0,0,0,3.240362000000001,0.3544350000000005
1993-04-01,12.219456,69.8,64.3,68.4,236.3,73.5,-0.1196364,0,0,0,1,0,0,0,0,0,0,0,0,-2.607762000000001,-0.3676950000000012
1993-05-01,12.099943,69.8,64.5,68.4,236.8,74.0,0.4464517,0,0,0,0,1,0,0,0,0,0,0,0,-0.11951299999999954,-0.019646999999999082
1993-06-01,15.253843,69.9,64.5,68.4,238.2,73.6,-0.4336267,0,0,0,0,0,1,0,0,0,0,0,0,3.1539,0.20095000000000063
1993-07-01,12.363043,69.8,64.2,68.4,241.5,74.2,0.2177576,0,0,0,0,0,0,1,0,0,0,0,0,-2.8908000000000005,-0.014344000000001245
1993-08-01,12.250653,69.7,64.5,68.5,238.4,74.4,0.3585193,0,0,0,0,0,0,0,1,0,0,0,0,-0.11238999999999955,-0.06363399999999864
1993-09-01,15.34444,69.8,64.8,68.5,237.2,74.7,0.04330164,0,0,0,0,0,0,0,0,1,0,0,0,3.0937870000000007,0.26785199999999953
1993-10-01,12.739611,69.8,64.7,68.5,236.9,74.9,-0.3679047,0,0,0,0,0,0,0,0,0,1,0,0,-2.6048290000000005,-0.21858499999999914
1993-11-01,13.751453,69.8,64.6,68.5,240.2,75.6,-0.07602477,0,0,0,0,0,0,0,0,0,0,1,0,1.0118419999999997,0.061935999999999325
1993-12-01,20.626587,69.5,64.7,68.5,244.3,75.8,-0.3043305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.875134000000001,0.39711100000000066
1994-01-01,12.091662,69.6,64.5,68.6,242.2,76.3,0.4687913,1,0,0,0,0,0,0,0,0,0,0,0,-8.534925000000001,-0.5290130000000008
1994-02-01,11.972706,69.7,64.8,68.7,247.7,76.5,-0.2170251,0,1,0,0,0,0,0,0,0,0,0,0,-0.11895599999999895,-0.1325069999999986
1994-03-01,15.537219,69.8,65.0,68.8,250.3,76.8,-0.3479954,0,0,1,0,0,0,0,0,0,0,0,0,3.564513,0.32415099999999875
1994-04-01,12.500998,70.1,65.5,68.8,243.5,77.8,-0.3492106,0,0,0,1,0,0,0,0,0,0,0,0,-3.036221000000001,-0.42845900000000015
1994-05-01,12.641794,70.3,65.8,68.8,245.5,78.8,0.02190215,0,0,0,0,1,0,0,0,0,0,0,0,0.1407960000000017,0.26030900000000123
1994-06-01,15.841347,70.4,65.8,69.0,247.4,77.9,0.4488957,0,0,0,0,0,1,0,0,0,0,0,0,3.199553,0.04565299999999972
1994-07-01,12.856387,70.4,65.4,69.0,250.1,78.3,0.2397944,0,0,0,0,0,0,1,0,0,0,0,0,-2.984960000000001,-0.09416000000000047
1994-08-01,12.715306,70.9,65.7,69.0,247.0,78.6,0.2065998,0,0,0,0,0,0,0,1,0,0,0,0,-0.1410809999999998,-0.028691000000000244
1994-09-01,15.958371,70.8,65.8,69.0,245.7,79.3,-0.04340502,0,0,0,0,0,0,0,0,1,0,0,0,3.2430649999999996,0.1492779999999989
1994-10-01,13.214143,70.8,65.7,69.1,246.3,79.5,0.06513579,0,0,0,0,0,0,0,0,0,1,0,0,-2.7442279999999997,-0.13939899999999916
1994-11-01,14.245569,70.9,65.7,69.1,248.6,79.4,0.2495247,0,0,0,0,0,0,0,0,0,0,1,0,1.0314259999999997,0.019584000000000046
1994-12-01,21.951539,71.0,66.0,69.0,255.2,80.2,-0.7791765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7.705970000000001,0.8308359999999997
1995-01-01,12.119448,71.7,66.0,69.1,251.6,78.8,0.5344371,1,0,0,0,0,0,0,0,0,0,0,0,-9.832091,-1.297165999999999
1995-02-01,12.460358,72.0,66.3,69.2,256.2,78.9,0.0108489,0,1,0,0,0,0,0,0,0,0,0,0,0.34090999999999916,0.4598659999999981
1995-03-01,15.828735,72.2,66.7,69.3,261.5,79.2,-0.0976295,0,0,1,0,0,0,0,0,0,0,0,0,3.3683770000000006,-0.1961359999999992
1995-04-01,13.074493,72.6,67.0,69.4,253.8,79.8,-0.02171665,0,0,0,1,0,0,0,0,0,0,0,0,-2.7542419999999996,0.28197900000000153
1995-05-01,12.97535,72.9,67.4,69.4,253.6,79.7,-0.4344273,0,0,0,0,1,0,0,0,0,0,0,0,-0.09914299999999976,-0.23993900000000146
1995-06-01,16.268369,73.1,67.4,69.5,255.3,79.2,0.774473,0,0,0,0,0,1,0,0,0,0,0,0,3.2930189999999993,0.09346599999999938
1995-07-01,13.35518,73.2,67.1,69.6,256.9,79.7,0.270606,0,0,0,0,0,0,1,0,0,0,0,0,-2.913188999999999,0.0717710000000018
1995-08-01,13.003201,73.4,67.4,69.6,253.1,79.8,-0.06477016,0,0,0,0,0,0,0,1,0,0,0,0,-0.35197900000000004,-0.21089800000000025
1995-09-01,16.364479,73.5,67.7,69.7,252.7,80.1,0.01080202,0,0,0,0,0,0,0,0,1,0,0,0,3.3612779999999987,0.11821299999999901
1995-10-01,13.647029,73.4,67.6,69.7,253.3,79.8,0.302424,0,0,0,0,0,0,0,0,0,1,0,0,-2.7174499999999995,0.02677800000000019
1995-11-01,14.822041,73.3,67.6,69.9,256.3,80.2,-0.07537804,0,0,0,0,0,0,0,0,0,0,1,0,1.1750120000000006,0.14358600000000088
1995-12-01,22.952706,73.7,68.0,70.0,262.3,80.7,0.1077641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8.130664999999999,0.42469499999999805
1996-01-01,15.766943,74.5,67.8,69.9,258.8,80.3,0.05382407,1,0,0,0,0,0,0,0,0,0,0,1,-7.185763,2.6463280000000005
1996-02-01,13.050509,74.3,68.1,69.9,265.2,80.9,-0.03227707,0,1,0,0,0,0,0,0,0,0,0,0,-2.7164339999999996,-3.0573439999999987
1996-03-01,16.764685,74.6,68.4,69.9,270.2,81.0,0.04304998,0,0,1,0,0,0,0,0,0,0,0,0,3.714176,0.3457989999999995
1996-04-01,13.800351,75.0,68.7,69.9,262.8,80.0,0.1506101,0,0,0,1,0,0,0,0,0,0,0,0,-2.964334000000001,-0.21009200000000128
1996-05-01,13.625221,74.8,68.9,69.9,261.5,80.6,-0.2685422,0,0,0,0,1,0,0,0,0,0,0,0,-0.17512999999999934,-0.07598699999999958
1996-06-01,17.491968,74.4,69.0,69.9,264.0,80.1,-0.1292473,0,0,0,0,0,1,0,0,0,0,0,0,3.866747,0.5737280000000009
1996-07-01,14.103006,74.3,68.6,70.0,267.0,80.0,0.1725528,0,0,0,0,0,0,1,0,0,0,0,0,-3.3889619999999994,-0.4757730000000002
1996-08-01,13.715475,74.6,68.9,70.0,262.2,80.6,0.1076597,0,0,0,0,0,0,0,1,0,0,0,0,-0.38753100000000096,-0.035552000000000916
1996-09-01,17.46809,75.4,69.3,70.1,263.6,81.1,0.1613159,0,0,0,0,0,0,0,0,1,0,0,0,3.7526150000000005,0.3913370000000018
1996-10-01,14.54055,75.7,69.3,70.3,262.7,81.0,0.07515951,0,0,0,0,0,0,0,0,0,1,0,0,-2.9275400000000005,-0.210090000000001
1996-11-01,15.951142,75.6,69.3,70.3,265.6,81.5,0.2038512,0,0,0,0,0,0,0,0,0,0,1,0,1.4105920000000012,0.23558000000000057
1996-12-01,23.387466,75.2,69.5,70.5,274.1,81.8,-0.1391934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7.436323999999999,-0.6943409999999997
1997-01-01,13.500204,75.3,69.2,70.6,270.3,81.8,-0.08577686,1,0,0,0,0,0,0,0,0,0,0,0,-9.887262,-2.701499
1997-02-01,13.633912,74.8,69.4,70.8,274.7,82.1,0.4507151,0,1,0,0,0,0,0,0,0,0,0,0,0.13370800000000038,2.850142
1997-03-01,17.666782,74.4,69.5,70.9,283.9,80.9,-0.07478213,0,0,1,0,0,0,0,0,0,0,0,0,4.032870000000001,0.3186940000000007
1997-04-01,14.437963,74.3,69.8,70.9,273.4,82.9,-0.08552925,0,0,0,1,0,0,0,0,0,0,0,0,-3.2288190000000014,-0.2644850000000005
1997-05-01,14.215591,74.3,70.0,71.0,273.2,82.6,0.2675077,0,0,0,0,1,0,0,0,0,0,0,0,-0.22237200000000001,-0.04724200000000067
1997-06-01,18.332814,74.1,70.2,70.9,274.8,82.8,-0.04268704,0,0,0,0,0,1,0,0,0,0,0,0,4.117222999999999,0.25047599999999903
1997-07-01,15.004009,73.7,69.9,70.9,278.3,84.5,-0.1387921,0,0,0,0,0,0,1,0,0,0,0,0,-3.328804999999999,0.06015700000000024
1997-08-01,14.445581,74.1,70.3,71.1,274.7,83.5,-0.01069116,0,0,0,0,0,0,0,1,0,0,0,0,-0.5584279999999993,-0.1708969999999983
1997-09-01,18.0375,74.4,70.6,71.1,275.2,84.0,0.1283076,0,0,0,0,0,0,0,0,1,0,0,0,3.5919190000000008,-0.16069599999999973
1997-10-01,15.309813,74.4,70.6,71.2,274.5,85.0,0.1495004,0,0,0,0,0,0,0,0,0,1,0,0,-2.7276870000000013,0.19985299999999917
1997-11-01,16.613947,74.3,70.6,71.2,277.8,85.1,-0.2985544,0,0,0,0,0,0,0,0,0,0,1,0,1.3041339999999995,-0.10645800000000172
1997-12-01,24.653603,74.0,70.7,71.2,287.5,85.3,0.1390296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8.039656,0.6033320000000018
1998-01-01,14.260728,73.7,70.3,71.2,284.5,85.3,-0.2883529,1,0,0,0,0,0,0,0,0,0,0,0,-10.392875,-0.5056130000000003
1998-02-01,14.331277,73.2,70.5,71.3,290.5,86.1,0.0963956,0,1,0,0,0,0,0,0,0,0,0,0,0.07054899999999975,-0.06315900000000063
1998-03-01,18.302761,73.0,70.7,71.3,300.1,86.7,0.03210093,0,0,1,0,0,0,0,0,0,0,0,0,3.9714840000000002,-0.06138600000000061
1998-04-01,15.123012,72.8,71.1,71.3,289.8,87.1,0.085575,0,0,0,1,0,0,0,0,0,0,0,0,-3.179749000000001,0.04907000000000039
1998-05-01,15.08877,72.9,71.4,71.3,289.7,86.4,0.01068773,0,0,0,0,1,0,0,0,0,0,0,0,-0.034241999999998995,0.18813000000000102
1998-06-01,18.803167,72.7,71.3,71.4,289.3,86.7,-0.2671646,0,0,0,0,0,1,0,0,0,0,0,0,3.714396999999998,-0.402826000000001
1998-07-01,15.4018,72.7,71.0,71.6,293.7,86.4,-0.3214564,0,0,0,0,0,0,1,0,0,0,0,0,-3.4013669999999987,-0.07256199999999957
1998-08-01,15.08841,72.5,71.2,71.6,288.1,86.9,-0.2364949,0,0,0,0,0,0,0,1,0,0,0,0,-0.31339000000000006,0.2450379999999992
1998-09-01,18.614108,72.4,71.5,71.6,288.8,87.2,0.172404,0,0,0,0,0,0,0,0,1,0,0,0,3.525698000000002,-0.06622099999999875
1998-10-01,15.513445,72.3,71.5,71.8,287.1,87.2,-0.1936207,0,0,0,0,0,0,0,0,0,1,0,0,-3.100663000000001,-0.37297599999999953
1998-11-01,17.031364,72.1,71.6,71.8,289.9,87.4,0.3448824,0,0,0,0,0,0,0,0,0,0,1,0,1.5179189999999991,0.21378499999999967
1998-12-01,24.996032,71.8,71.8,71.9,299.6,87.7,-0.08592426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7.964668,-0.07498800000000116
1999-01-01,14.658358,71.7,71.4,71.9,296.6,89.0,0.07524839,1,0,0,0,0,0,0,0,0,0,0,0,-10.337674,0.05520100000000028
1999-02-01,14.645831,71.8,71.5,71.9,304.6,89.1,0.2148337,0,1,0,0,0,0,0,0,0,0,0,0,-0.012527000000000399,-0.08307600000000015
1999-03-01,18.957294,71.9,71.9,71.8,314.2,90.0,0.2036545,0,0,1,0,0,0,0,0,0,0,0,0,4.311463000000002,0.33997900000000136
1999-04-01,15.186254,72.2,72.2,71.8,300.1,89.8,-0.01069687,0,0,0,1,0,0,0,0,0,0,0,0,-3.771040000000001,-0.591291
1999-05-01,15.490417,72.2,72.4,71.9,301.0,90.7,-0.06418812,0,0,0,0,1,0,0,0,0,0,0,0,0.30416300000000085,0.33840499999999984
1999-06-01,19.339566,72.1,72.3,71.9,304.0,90.5,0.05352445,0,0,0,0,0,1,0,0,0,0,0,0,3.8491490000000006,0.13475200000000243
1999-07-01,15.805361,72.2,71.9,72.0,305.2,91.4,-0.04279665,0,0,0,0,0,0,1,0,0,0,0,0,-3.534205000000002,-0.13283800000000312
1999-08-01,15.457393,72.4,72.1,72.1,301.0,92.1,0.1819637,0,0,0,0,0,0,0,1,0,0,0,0,-0.34796799999999983,-0.034577999999999776
1999-09-01,19.046628,72.7,72.4,72.1,300.7,92.6,-0.2030018,0,0,0,0,0,0,0,0,1,0,0,0,3.5892349999999986,0.06353699999999662
1999-10-01,15.989432,72.8,72.3,72.2,301.6,92.0,0.2141207,0,0,0,0,0,0,0,0,0,1,0,0,-3.0571959999999976,0.04346700000000325
1999-11-01,17.572471,72.9,72.4,72.3,304.5,92.7,-0.1816137,0,0,0,0,0,0,0,0,0,0,1,0,1.5830389999999994,0.06512000000000029
1999-12-01,25.884731,73.2,72.6,72.2,317.5,91.5,0.3959962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8.312259999999998,0.3475919999999988
2000-01-01,15.283753,73.3,71.9,72.2,309.112982346871,92.3,-0.03198115,1,0,0,0,0,0,0,0,0,0,0,0,-10.600977999999998,-0.263303999999998
2000-02-01,15.043916,73.4,72.2,72.3,316.479008033256,92.6,-0.2026121,0,1,0,0,0,0,0,0,0,0,0,0,-0.2398370000000014,-0.227310000000001
2000-03-01,19.196858,73.6,72.3,72.3,328.242297194473,92.3,-0.2243943,0,0,1,0,0,0,0,0,0,0,0,0,4.1529419999999995,-0.15852100000000213
2000-04-01,15.900145,73.6,72.6,72.4,308.175551469397,92.1,-0.08567581,0,0,0,1,0,0,0,0,0,0,0,0,-3.2967129999999987,0.4743270000000024
2000-05-01,15.794076,73.6,72.8,72.5,307.832562811315,92.4,0.1071866,0,0,0,0,1,0,0,0,0,0,0,0,-0.10606899999999975,-0.4102320000000006
2000-06-01,19.698577,74.1,72.9,72.6,309.182589906153,92.9,-0.09636465,0,0,0,0,0,1,0,0,0,0,0,0,3.9045009999999998,0.05535199999999918
2000-07-01,16.133791,74.2,72.5,72.7,310.387486809352,92.3,-0.03215253,0,0,0,0,0,0,1,0,0,0,0,0,-3.5647860000000016,-0.030580999999999747
2000-08-01,15.889481,73.9,72.5,72.6,308.894500802859,93.5,0.2251401,0,0,0,0,0,0,0,1,0,0,0,0,-0.2443099999999987,0.10365800000000114
2000-09-01,19.668029,74.2,73.1,72.5,309.364056010418,93.2,-0.5562375,0,0,0,0,0,0,0,0,1,0,0,0,3.7785480000000007,0.18931300000000206
2000-10-01,16.580039,74.4,73.1,72.4,309.0209782308,93.4,0.5485921,0,0,0,0,0,0,0,0,0,1,0,0,-3.0879900000000013,-0.030794000000003763
2000-11-01,18.15406,74.4,73.2,72.5,311.88781953885,94.2,-0.08558415,0,0,0,0,0,0,0,0,0,0,1,0,1.574021000000002,-0.009017999999997528
2000-12-01,27.546157,74.1,73.2,72.7,327.35431450613,96.2,0.2462652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9.392097,1.0798370000000013
